WKT,name,description
"POLYGON ((106.7257263 -6.0866981, 106.6865876 -6.0962568, 106.6900208 -6.1699901, 106.7250397 -6.1911524, 106.7188599 -6.2252833, 106.7449524 -6.2321092, 106.7552521 -6.2751105, 106.7731049 -6.305141, 106.7792847 -6.3133308, 106.8074372 -6.3167432, 106.7930176 -6.3583726, 106.811557 -6.3658792, 106.8452027 -6.3358522, 106.889148 -6.3706561, 106.9152405 -6.3604199, 106.9255402 -6.3044585, 106.9118073 -6.296951, 106.9056275 -6.2621422, 106.9145539 -6.2484911, 106.9488861 -6.2559993, 106.9344666 -6.2334744, 106.9461396 -6.2334744, 106.9729187 -6.1897871, 106.9708588 -6.0914775, 106.7257263 -6.0866981))",Kota DKI Jakarta,
