WKT,name,description
"POLYGON ((106.8074372 -6.3167432, 106.7805816 -6.3155248, 106.7726852 -6.3622725, 106.7196419 -6.3615901, 106.7320015 -6.4095276, 106.735778 -6.4376739, 106.7968895 -6.4373328, 106.8758537 -6.4595076, 106.88787 -6.4526847, 106.9004013 -6.4117453, 106.9132759 -6.4096982, 106.9112159 -6.3989511, 106.9134475 -6.3667082, 106.9062378 -6.3648315, 106.8933632 -6.3730204, 106.8854667 -6.370632, 106.8452027 -6.3358522, 106.8104507 -6.3660258, 106.7929413 -6.3571543, 106.8074372 -6.3167432))",Kota Administrasi Depok,
