WKT,name,description
"POLYGON ((110.019338 -7.893728, 110.008202 -7.893053, 110.6989674 -8.2057976, 110.8211903 -8.2153121, 110.8308034 -8.1786121, 110.8170704 -8.1446275, 110.7992177 -8.1609405, 110.7854848 -8.1514247, 110.7896046 -8.1065614, 110.7566456 -8.0208995, 110.7827382 -7.853603, 110.7744984 -7.8127887, 110.7566456 -7.8223124, 110.7456593 -7.8005436, 110.6797413 -7.7978225, 110.6206898 -7.8046254, 110.5382924 -7.7951013, 110.4888539 -7.755642, 110.4476552 -7.5365081, 110.2759938 -7.7025702, 110.2567677 -7.6494918, 110.172997 -7.6386031, 110.1235585 -7.6590192, 110.1345448 -7.6726293, 110.1292013 -7.7420293, 110.0409674 -7.8825056, 110.019338 -7.893728))",DIY YOGYAKARTA,
